Category_type,SKU,UPC,Product_Name,Collection,wholesale_price,Retail,Number_of_Cartons,Packing_Carton_Depth,Packing_Carton_Width,Packing_Carton_Height,Product_Shipping_Weight,Packing_Carton_Depth_2,Packing_Carton_Width_2,Packing_Carton_Height_2,Product_Shipping_Weight_2,Actual_Product_Length,Actual_Product_Width,Actual_Product_Height,Product_Weight,Product_Description,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Materials,Care_Instructions,Color,Warranty,Assembly_required,Cubic_Feet,Product_Shipping_Method,Drawer_Length,Drawer_Width,Drawer_height,Shelf_Length,Shelf_Width,Inches_in_between_shelf,Drawerheight
Bathroom Furnitures,ELG-560,674278005601,Neal Mirror,Neal, 38.50 ,74.99,1,23,27,4,12,,,,,1,20,24,10.5,The Neal Wall Mirror  offers sleek lines for a modern look.   This mirror is made of MDF and accented with grid-work design. This mirror comes with assembly hardware.,Dark espresso finish frame accentuates any décor,Surface mount; hardware included,MDF construction offers durability,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,,,MDF,Wipe clean using soft cloth with warm water.,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-571,674278005717,Versailles Floor Cabinet with 2 Doors,Versailles, 92.00 ,172.99,1,16,35,9,42,,,,,13.75,27,34,40.5,The Versailles Double Door Floor Cabinet  features a dark espresso finish and offers storage with style for the bathroom. Its elegant crown molding top and two adjustable shelves helps make it easy to store items of different sizes. The exquisite engraving on the door panels provides an elegant look but with all the privacy.  The cabinet features metal knobs for easy opening. This sturdy cabinet comes with assembly hardware.,Constructed of MDF for lasting durability,Metal knobs for ease of opening doors,Two adjustable inner shelves for easy storage of tall objects,Crafted engraving adds a touch of elegance,Door magnet and hinges are pre-hung,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,MDF,Wipe clean using soft cloth with warm water.,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-579,674278005793,Connor Floor Cabinet with 1 Door and 1 Drawer,Connor, 76.00 ,151.99,1,19,41,9,38.72,,,,,14,15,36,37,The Connor Floor Cabinet  features a water textured glass panel door and one drawer in a white finish. The cabinet's classic design offers ample storage. The cabinet features one adjustable shelf that is ideal for storing items of different sizes.  The wooden glider drawer allows for easy open and close. The double plated door knobs add a charming touch. This cabinet comes with assembly hardware.,Double plated coordinating door knobs,"One inner shelf is adjustable, easy storage for tall objects. ",Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",MDF construction offers durability,Door magnet and hinges are pre-hung,,,,MDF/Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-580,674278005809,Connor Floor Cabinet with 2 Glass Doors,Connor, 88.00 ,169.99,1,16,36,8,39,,,,,26,13.75,34,37,The Connor Floor Cabinet  features two water textured glass panel doors in a white finish. The cabinet's classic design offers ample storage. The cabinet features one adjustable shelf that is ideal for storing items. The double plated door knobs add a charming touch. This cabinet comes with assembly hardware.,Double plated coordinating door knobs,One adjustable shelf,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",MDF construction offers durability,Door magnet and hinges are pre-hung,Assembly required,,,MDF/Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-581,674278005816,Connor Wall Cabinet with 2 Glass Doors,Connor, 52.00 ,106.99,1,11,29,15,29,,,,,8,22.25,25,27,The Connor Wall Cabinet  features two water textured glass panel doors in a white finish. The cabinet's classic design offers ample storage. The cabinet features three fixed shelves that are ideal for storing items. The double plated door knobs add a charming touch. This cabinet comes with assembly hardware.,Double plated coordinating door knobs,Inner shelves are fixed ,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",Surface mount,MDF construction offers durability,Door magnet and hinges are pre-hung,"Inside dimensions: 19.75""W x 6""D x 23.5""H","Between fixed shelves: 7.5""H",MDF/Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-583,674278005830,Slone Wall Cabinet 2 Shutter Doors,Slone, 50.00 ,89.99,1,12,26,9,18,,,,,7,20,24,16.5,The Slone Wall Cabinet with Two Doors  features a white finish.  The wall cabinet has an elegant crown molded top piece with two decorative louvered doors. It adds ample storage with style to your bathroom.  The decorative louvered doors keep your toiletries hidden and provide privacy.  It is also very functional with one adjustable interior shelf.  It also features chrome finished knobs for easy opening .This cabinet comes with assembly hardware.,Constructed of MDF for lasting durability,Chrome oval-shaped door knobs,One adjustable interior shelf,Surface mount; hardware included,Door magnet and hinges are pre-hung,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram","Shelf: 5"" D x 17"" W","Inner Height: 21"" H",,MDF,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-585,674278005854,Slone Floor Cabinet with 2 Shutter Doors,Slone, 89.00 ,169.99,1,16,35,10,40,,,,,13,26,32,38.5,The Slone Double Door Floor Cabinet  in white has an elegant crown molded top and shaker legs.  This piece has two decorative louvered doors that offer ample storage.  The decorative louvered door keeps your toiletries hidden and adds style to your bathroom. The shaker legs and arched decorative skirt on bottom front and sides offer architectural elegance. It is also very functional with two adjustable interior shelves.  It also features chrome finished knobs for easy opening. This cabinet comes with assembly hardware.,Constructed of MDF for lasting durability,Chrome oval-shaped door knobs,Two adjustable interior shelves,Hardware included. Tools not provided.,Door magnet and hinges are pre-hung,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram","Shelf: 11""D  x 17"" W","Inner Height: 23"" H",,MDF,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-586,674278005861,Slone Corner Floor Cabinet with 1 Shutter Door,Slone, 78.00 ,149.99,1,20,34,8,39,,,,,17,24.75,32,37.5,The Slone Corner Floor Cabinet  in white has an elegant crown molded top with one door  that offers storage with style for your bathroom.  The decorative louvered door keeps your toiletries hidden and adds style to your bathroom. The shaker legs and arched decorative skirt offer architectural elegance. It is also very functional with one adjustable interior shelf.  Chrome finished knobs are included for easy opening. This cabinet comes with assembly hardware.,Constructed of MDF for lasting durability,Chrome oval-shaped door knobs,One adjustable interior shelf,Hardware included. Tools not provided.,Door magnet and hinges are pre-hung,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram",,,,MDF,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-587,674278005878,Slone Corner Wall Cabinet with 1 Shutter Door,Slone, 58.00 ,119.99,1,19,26,9,29,,,,,15,22.5,24,27.5,The Slone Corner Wall Cabinet  in white has an elegant crown molded top with a decorative louvered door that adds ample storage with style to your bathroom. The decorative louvered doors keep your toiletries hidden.  It is also very functional with one adjustable interior shelf.  It also features chrome finished knobs for easy opening.  This cabinet comes with assembly hardware.,Constructed of MDF for lasting durability,Chrome oval-shaped door knobs,One adjustable interior shelf,Surface mount; hardware included,Door magnet and hinges are pre-hung,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,MDF,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-588,674278005885,Slone Linen Tower with 2 Shutter Doors,Slone, 100.00 ,189.99,1,16,36,14,48,,,,,13.25,15,63,46.5,The Slone Linen Tower  in white has an elegant crown molded top and shaker legs.  The piece has two decorative louvered doors that offer ample storage.  The decorative louvered doors keep your toiletries hidden and add style to your bathroom. The shaker legs and arched decorative skirt on the bottom front and sides offers architectural elegance. It is also has two fixed shelves and one adjustable interior shelf to add the durability and functionality.    It also features chrome finished knobs for easy opening. This cabinet comes with assembly hardware.,Constructed of MDF for lasting durability,Chrome oval-shaped door knobs,Two fixed interior shelves and one adjustable interior shelf,Hardware included. Tools not provided.,Door magnet and hinges are pre-hung,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram","Shelf: 11"" D  x 12"" W","Inner Top: 31"" H","Inner Bottom: 20.5"" H",MDF,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-596,674278005960,Slone Corner Floor Cabinet with 1 Shutter Door,Slone, 78.00 ,149.99,1,20,34,8,39,,,,,24.75,17,32,37.5,The Slone Corner Floor Cabinet  in dark espresso has an elegant crown molded top with one door that offers storage with style for your bathroom. The decorative louvered door  keeps your toiletries hidden and adds style to your bathroom. The shaker legs and arched decorative skirt on bottom front and sides offer architectural elegance. It is also very functional with one adjustable interior shelf.  It also features a chrome finished knob for easy opening. This cabinet comes with assembly hardware,Constructed of MDF for lasting durability,Chrome oval-shaped door knobs,One adjustable interior shelf,Hardware included. Tools not provided.,Door magnet and hinges are pre-hung,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram",,,,MDF,Wipe clean using soft cloth with warm water.,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
